11,4,0.2,0.2,325.1,496.8,275.9,347.20000000000005,10,9,9,241845,20187,57822,0,13873,63,102,19578,182343,43768,15733,17,0
12,4,4.6,8.0,406.79999999999995,472.9,208.3,394.3,3,9,17,272280,27165,38128,924,11512,231,2,17899,249956,16043,6281,15,1
14,11,0.8,2.2,349.9,458.1,245.6,452.9,18,6,19,317625,48378,39593,1428,10069,140,100,22129,234514,69468,13642,18,2
4,14,6.699999999999999,4.699999999999999,533.8,374.3,332.9,361.1,15,14,15,218909,57384,33103,0,3436,217,13,19162,20780,185201,12927,14,1
4,7,5.1,7.0,342.3,382.70000000000005,299.7,372.1,7,11,20,240329,33898,48090,687,20227,245,25,18611,237480,0,2849,16,2
3,4,2.3,2.5999999999999996,366.4,375.9,254.89999999999998,319.20000000000005,6,9,22,85204,16455,44600,0,5075,87,2,16129,16789,61830,6585,43,3
4,14,1.9,2.2,276.9,372.9,192.6,294.29999999999995,3,10,27,79434,19061,68321,0,15315,105,0,16057,15630,50990,12813,17,2
11,4,0.6,1.2000000000000002,333.5,543.0,243.20000000000002,465.20000000000005,18,9,12,359163,43442,38248,0,7570,94,160,22891,39709,306548,12906,15,2
7,4,5.300000000000001,7.699999999999999,282.6,330.0,224.39999999999998,340.4,7,11,17,256475,37863,27191,715,3264,272,9,18933,198706,56904,864,5,5
12,4,5.9,7.2,443.0,470.40000000000003,220.6,325.2,11,7,14,195028,34430,41032,0,4022,270,3,18760,64750,128414,1863,18,0
14,4,5.5,7.3,353.70000000000005,580.3,248.3,392.2,10,12,13,259226,36086,38712,0,4399,283,7,19112,245280,12293,1652,17,2
4,3,0.1,0.4,248.4,374.9,217.5,276.1,3,6,30,28563,9110,27629,479,51437,31,1,16903,6797,21341,425,27,18
12,4,7.0,8.2,489.0,485.8,260.4,339.4,16,11,7,366410,38691,48192,0,7436,386,34,23590,362432,3027,950,9,45
4,7,7.6,8.4,283.7,392.7,290.1,371.9,13,10,19,319823,57580,48973,802,5981,312,21,20790,293552,25758,512,23,22
4,11,0.5,0.4,284.6,313.9,207.9,256.2,8,10,18,200631,28404,53691,0,8454,75,76,17567,126911,58455,15265,36,16
3,4,3.8,4.5,317.8,411.8,212.3,326.2,4,13,16,290740,40690,49201,0,2744,236,29,18266,28627,262036,76,17,13
11,12,0.7,2.0,362.3,534.5,287.6,538.8,28,13,6,293886,60489,58892,1128,13329,87,96,24000,235447,28446,29992,18,4
4,14,0.7,1.2,196.8,286.3,140.4,279.2,1,9,25,49520,17837,49041,0,6505,57,1,15206,17405,24504,7610,33,14
14,4,5.0,9.399999999999999,418.9,642.9000000000001,229.3,446.20000000000005,8,4,12,361310,47077,54562,0,12051,342,3,20574,355926,2283,3101,21,1
4,7,6.8,8.1,303.5,355.79999999999995,235.9,362.20000000000005,7,9,19,245871,33365,28421,878,6832,302,2,19509,235971,9804,96,19,11
4,12,5.1,5.2,398.4,392.2,243.79999999999998,327.0,6,10,16,270144,24512,28284,0,4015,195,55,18831,20119,249962,62,4,4
4,14,5.199999999999999,6.6,344.9,454.7,271.8,430.8,18,11,17,230119,54541,30759,976,11144,238,9,19128,23422,205300,1397,4,19
12,4,3.2,3.4,258.0,414.2,142.3,399.2,5,9,24,111291,19949,60397,0,8016,135,7,14174,101322,9969,0,12,38
4,11,0.2,1.4,400.70000000000005,498.0,331.7,455.8,14,9,19,271999,37468,50929,0,13039,90,122,19524,188734,66704,16561,28,5
7,4,5.1,6.199999999999999,310.5,382.8,291.0,309.0,10,6,22,239792,39565,25643,872,6084,243,12,17573,185083,54228,480,12,20
3,4,0.5,0.7,284.7,334.4,241.7,322.9,3,11,30,48421,20377,43410,0,1323,39,0,15003,8354,40067,0,15,15
12,4,6.9,4.7,454.3,493.3,239.89999999999998,440.29999999999995,7,5,15,234991,46459,50790,0,15418,210,0,16015,233159,1832,0,12,3
3,4,0.8999999999999999,1.1,227.39999999999998,394.0,139.2,281.4,2,10,18,36038,11902,43321,0,4195,41,0,12628,12493,15254,8290,20,5
4,12,3.5,2.2,450.9,346.6,295.3,377.1,15,15,14,95954,28525,36674,0,4300,82,3,16028,18594,76939,420,15,3
4,7,6.300000000000001,6.1,297.1,304.5,236.5,329.2,7,11,12,244455,44508,38464,724,6983,244,18,17686,176931,33447,34075,17,0
6,11,0.8,0.2,323.4,405.1,278.9,366.20000000000005,15,9,13,220316,35621,56317,847,19624,100,75,18753,168926,33825,17564,10,3
7,4,4.8,4.4,276.3,458.9,191.6,355.7,6,14,8,165176,19908,34653,670,3729,178,21,16664,139220,9806,16150,16,4
4,3,0.6000000000000001,0.9,256.1,341.9,158.10000000000002,361.20000000000005,3,10,17,69340,17982,25736,0,569,67,0,15907,13479,55525,336,40,7
4,14,6.1,5.0,450.8,518.6,222.8,643.9000000000001,21,7,7,278491,50496,31453,0,4690,285,12,22374,53442,222840,2209,8,2
12,4,4.4,7.7,402.20000000000005,625.6,219.4,474.5,10,9,7,308548,30097,61075,1992,2786,279,3,18404,284189,23741,617,10,0
11,4,0.6,1.3,408.79999999999995,454.3,335.0,438.1,10,10,8,258503,24164,42864,0,12210,81,119,18966,203710,36391,18402,18,7
4,11,0.7,1.1,323.29999999999995,404.4,281.3,326.1,14,11,24,179782,36834,50046,0,11279,52,63,18156,28066,135434,16281,7,9
7,4,5.300000000000001,3.4,311.79999999999995,272.9,231.9,321.2,17,9,16,314384,52995,33379,1022,4763,259,39,21831,294372,17307,2704,22,6
4,21,5.6,3.7,419.5,392.8,211.7,419.1,13,4,19,229003,30693,19942,0,2548,241,0,18555,33298,195548,156,9,1
3,4,0.2,0.6,285.0,262.6,175.3,270.2,1,9,29,48826,18473,32244,0,18572,32,0,15041,10607,38175,43,43,4
12,4,5.4,4.6,411.2,330.20000000000005,251.6,333.0,5,17,4,194816,18912,37786,0,1286,224,4,16808,191612,3124,80,2,2
21,4,5.300000000000001,6.8,419.8,444.9,249.5,413.20000000000005,11,8,6,320077,40171,31244,0,5410,290,44,19594,25063,293746,1267,18,7
12,4,4.4,3.5,370.1,439.29999999999995,221.7,348.79999999999995,9,8,11,185242,38209,51283,0,8155,184,1,15629,110740,70967,3534,25,2
7,4,5.8,6.6,313.5,410.8,275.5,371.79999999999995,8,11,9,207047,38610,30433,694,6043,210,21,15616,159176,46582,1288,10,2
4,14,0.1,0.8,284.2,355.5,130.3,282.3,4,9,22,43439,21181,35295,0,9402,27,3,14146,7570,34260,1608,26,9
11,4,0.0,1.2,315.29999999999995,358.1,237.9,346.5,6,8,19,145714,19875,46180,0,40158,48,85,15173,22405,110176,13131,31,3
4,12,6.9,9.4,399.20000000000005,587.9,265.1,467.79999999999995,15,3,10,233241,44323,35011,0,2437,274,28,19946,42957,188386,1897,18,4
4,7,7.1,6.6,294.1,402.4,247.39999999999998,426.6,9,3,13,263101,44471,35460,994,6872,314,15,19556,213166,17882,32053,15,10
4,7,0.0,0.3,235.9,273.9,151.4,273.2,0,10,25,29659,7184,23032,490,53217,31,0,13899,4342,25016,300,26,20
11,4,0.1,1.1,203.1,348.3,211.2,350.5,7,7,11,181059,24925,50927,0,5569,80,62,16285,128615,36202,16242,32,9
14,4,4.4,5.5,353.9,486.9,228.89999999999998,405.7,13,15,7,234100,41866,48060,0,3784,238,10,17712,226357,4377,3365,17,8
4,14,4.8,4.1,479.0,404.5,256.6,332.5,17,9,12,180064,41185,37778,0,8529,161,3,17158,26153,152186,1724,21,1
12,4,5.1,8.3,354.8,561.0,217.1,422.9,7,9,6,254819,22952,40024,0,3907,246,34,16499,248750,1452,4616,16,0
3,4,0.1,0.7,194.10000000000002,422.7,109.30000000000001,288.9,0,6,13,21769,4829,24052,0,2459,24,0,9908,6804,14964,0,13,0
4,7,5.6,8.3,282.4,438.6,211.0,482.79999999999995,7,11,10,235823,29794,26466,694,2502,273,18,16321,208697,26305,820,17,0
11,4,0.30000000000000004,0.4,289.1,433.0,275.6,396.3,11,11,15,136853,23034,38132,0,7464,32,67,14534,101250,24934,10668,12,1
14,4,4.7,3.5999999999999996,392.4,389.4,231.0,440.2,13,11,9,198829,30777,28167,0,1483,198,19,17262,28531,168512,1785,16,5
12,4,4.8,6.699999999999999,443.6,569.5,251.0,488.9,6,7,18,186536,29618,52060,0,5828,203,7,14963,156603,28683,1248,15,4
4,11,0.1,0.30000000000000004,288.0,457.3,199.4,408.1,12,10,14,112592,19913,30396,0,4526,16,70,15167,96397,9047,7148,10,0
14,4,4.1,3.6,392.6,275.3,254.79999999999998,342.70000000000005,6,7,16,169960,28548,24371,701,812,162,15,14880,155739,11868,2352,10,5
4,3,0.1,1.2,289.3,481.0,242.0,419.4,8,7,25,63298,18255,19612,563,23691,40,0,14652,18723,44575,0,25,0
4,11,0.6,0.4,251.5,258.4,247.9,246.29999999999998,7,11,8,263091,20383,52198,0,18091,133,87,17150,154148,88732,20208,13,5
4,14,5.6,4.3,440.1,426.0,252.5,365.9,18,9,4,236878,35826,33084,0,4432,230,18,18832,36287,198916,1674,15,2
4,7,6.0,7.8999999999999995,306.8,464.5,323.79999999999995,450.3,11,8,18,214289,59112,24137,859,4305,231,2,17578,165990,48299,0,9,1
4,12,3.5,8.5,253.9,593.8,195.2,425.6,8,11,12,221794,25190,41658,0,4253,222,37,17058,219193,1592,1008,14,1
3,4,0.5,0.2,264.2,322.4,204.6,297.0,1,10,26,46873,7487,34649,0,11959,29,1,13655,8019,38854,0,38,7
4,14,7.2,3.0999999999999996,454.5,454.7,280.9,416.8,13,10,16,166864,42940,26936,0,1787,166,23,18061,21656,143723,1485,11,2
4,11,0.0,3.1,308.2,484.20000000000005,222.5,469.20000000000005,17,5,16,327635,46882,37756,880,21059,142,87,21616,293246,15180,19208,16,4
4,12,7.0,4.0,406.70000000000005,346.4,234.7,344.4,4,6,19,205825,23971,41539,499,7747,186,28,16977,181692,20425,3707,13,6
4,7,5.3999999999999995,5.7,281.8,452.5,270.8,379.0,14,13,7,218246,21761,40114,1000,6113,235,24,19409,189826,9302,19117,16,2
4,3,1.0,1.0,300.7,278.5,170.7,303.1,1,11,25,25165,5522,40174,0,2198,24,1,13410,7827,17338,0,9,2
4,14,3.2,5.5,340.5,399.6,276.7,371.8,9,4,9,169221,19381,33418,678,8542,188,19,15682,163514,1543,4164,14,2
4,7,5.9,7.0,330.9,462.40000000000003,253.10000000000002,458.4,8,5,8,364912,33062,25588,1051,4772,301,48,19901,349228,13203,2480,10,4
4,14,3.1,4.2,403.29999999999995,337.2,197.0,349.4,5,9,11,116484,25728,32899,0,19537,125,2,12978,45581,69409,1494,14,7
3,4,0.1,1.1,234.0,291.0,144.3,303.4,4,7,14,70432,18007,17913,0,2326,49,5,13634,5966,64466,0,15,2
3,11,0.0,0.5,252.0,385.6,229.29999999999998,329.6,3,7,11,140671,15408,36452,0,10909,21,78,13296,77653,48852,14165,22,7
4,3,1.4,1.4,343.9,273.0,244.0,254.7,2,5,25,43563,14930,28279,0,3167,49,1,11885,12426,31137,0,38,4
14,4,4.5,6.4,358.20000000000005,388.20000000000005,189.5,305.9,4,5,9,163311,23035,28407,746,10752,204,3,12397,9675,152714,922,18,1
12,4,2.6,3.4,224.0,326.5,181.0,248.4,3,6,12,90332,14948,21911,0,2838,130,0,11801,20677,69655,0,10,4
11,4,0.1,1.1,196.29999999999998,458.1,184.3,315.1,5,8,7,182171,10738,39500,0,15239,72,97,13557,160113,3841,18216,12,3
4,7,5.6,5.0,381.29999999999995,351.7,373.8,418.2,18,5,9,241247,41075,26554,779,4518,276,13,19053,213512,26689,1044,1,1
14,11,0.7,1.5,391.4,555.5,309.9,459.2,12,4,6,259698,26607,41782,0,10278,97,96,18768,131868,103398,24431,18,1
4,14,4.6,6.5,412.5,491.6,315.1,477.70000000000005,6,10,16,352497,33242,41520,1469,10082,249,17,20834,313876,27611,11010,10,0
4,3,1.7999999999999998,1.1,352.4,322.4,228.89999999999998,296.4,5,11,8,105579,13705,46821,0,1001,57,36,15304,71610,33389,580,17,1
14,4,4.2,4.2,385.3,435.8,251.1,382.0,12,11,7,110298,26743,28496,0,3354,127,6,16561,24852,84451,994,17,0
4,7,4.1,4.9,290.3,350.4,332.5,366.4,7,11,6,250475,18044,30087,1132,4992,224,9,17296,178573,70275,1626,14,0
11,4,1.5,0.7,392.1,543.3,309.6,467.6,18,6,11,360522,44507,44454,0,19286,166,121,22363,194048,155856,10615,6,0
4,7,3.9,4.3,293.20000000000005,367.6,227.3,352.6,9,12,12,236486,21147,27004,650,4360,228,5,16475,221318,13727,1440,14,0
14,4,4.0,3.3,388.70000000000005,372.5,214.70000000000002,336.3,7,8,13,171415,29535,22339,0,1691,165,8,15082,19892,150539,983,12,0
4,14,0.7,1.6,259.4,339.8,193.4,393.9,6,10,16,96556,26991,23281,0,1813,63,5,14612,11609,81976,2971,11,0
12,4,4.1,5.6,371.5,428.5,212.8,382.0,7,6,15,190543,21911,29781,0,5354,192,0,15514,46619,140947,2977,14,0
12,14,6.4,5.0,428.29999999999995,409.1,267.0,336.4,2,7,19,127920,38921,33143,0,1641,153,3,14210,38318,87429,2172,16,3
4,7,8.399999999999999,8.5,318.29999999999995,419.20000000000005,273.8,359.20000000000005,7,4,7,323212,37808,25930,1062,2252,295,58,18804,292128,22585,8498,15,3
14,11,0.1,0.5,339.2,452.8,297.0,405.0,22,9,3,196776,35038,32845,1364,5987,80,54,17858,137127,46623,13025,10,4
4,3,0.9,2.1,264.9,298.5,145.3,323.6,3,5,16,62958,13227,33136,0,3569,77,2,13163,27068,27444,8444,37,5
12,4,6.6,8.7,461.7,586.8,245.9,452.4,8,6,17,208909,45554,63427,0,18104,251,5,16933,52917,155989,0,11,0
12,4,7.6,7.1,432.9,492.1,256.5,398.9,5,15,13,159130,27497,40561,0,9655,219,12,13556,32718,126412,0,16,2
4,12,6.4,6.0,393.7,437.1,252.0,397.8,5,8,9,228241,29059,38003,762,8191,251,1,15611,188618,31296,8327,15,0
4,11,0.1,0.9,249.89999999999998,399.8,186.5,343.1,7,9,13,127418,23203,49686,0,13409,82,56,13189,96270,21439,9708,7,8
4,3,0.7,2.1,282.1,348.1,141.0,326.4,4,7,16,61742,21798,44778,0,7625,58,0,11758,11899,44057,5785,17,2
4,7,6.300000000000001,6.5,299.79999999999995,401.5,226.6,282.9,10,3,8,171429,38791,25164,378,5926,219,9,14747,127664,41481,2284,11,4
4,11,0.4,0.7,393.9,577.0999999999999,281.8,554.6,19,6,12,226990,38377,39417,0,14043,58,111,19444,210293,6852,9844,12,4
4,7,4.5,6.199999999999999,232.5,435.6,237.9,399.8,9,14,17,188739,30871,33966,919,3965,189,15,16279,156320,32107,312,12,1
14,4,0.7,0.5,320.4,337.79999999999995,240.79999999999998,321.2,9,8,28,42758,25056,35301,0,10840,17,1,15665,9317,32013,1428,19,4
4,14,4.6,5.1,366.6,422.6,210.5,359.4,13,10,11,191588,26562,36793,1148,4280,212,23,17643,187461,2645,1480,6,9
4,12,5.8,6.699999999999999,419.9,432.6,270.29999999999995,359.2,6,8,18,227141,30256,31665,1175,7723,200,7,16688,207321,12347,7472,13,4
4,3,6.8,5.8,444.7,466.1,300.9,413.5,10,12,8,205110,29358,34310,640,2326,255,11,16170,123167,80065,1877,15,1
4,7,3.9,7.5,233.3,499.8,266.1,466.9,13,12,7,196242,25534,32226,821,3144,223,14,16461,149030,45188,2024,12,0
11,4,0.2,0.2,327.3,522.0,284.1,457.3,12,11,12,132528,23497,40571,0,6769,26,71,14585,89526,34515,8486,27,2
4,14,0.5,0.9,243.2,470.3,163.8,423.5,6,14,10,78605,25997,33122,0,1217,39,7,13650,11977,65882,746,15,1
4,12,6.3999999999999995,6.2,429.5,549.2,260.7,441.4,5,7,15,127534,33287,34923,0,2246,179,0,14099,27813,99721,0,9,0
14,4,5.2,4.6,363.7,383.8,255.2,362.1,13,12,17,189025,39558,35290,0,2640,191,5,16724,171737,15482,1805,4,1
12,4,4.800000000000001,4.0,430.9,357.7,235.7,282.7,9,6,19,160976,33422,26587,539,1894,170,0,16350,124835,33506,2633,14,0
4,3,0.8,1.2,282.1,367.0,181.89999999999998,345.29999999999995,4,12,31,110200,24160,57000,0,39714,87,2,14800,19176,86970,4052,18,0
4,11,0.1,0.5,279.0,418.20000000000005,260.4,392.20000000000005,7,17,16,166121,29456,55090,0,15970,46,65,15336,82204,69105,14812,10,3
7,4,6.1,4.8,422.20000000000005,328.6,374.8,344.4,21,10,16,238282,56335,37123,1390,4874,197,19,21920,235776,0,2505,7,1
12,4,7.1,6.8,460.3,527.2,263.5,447.7,9,11,21,202781,47613,57219,0,11408,214,0,17916,161116,36157,5507,14,0
4,14,4.4,3.5,426.7,428.9,285.1,410.70000000000005,19,12,9,175030,45364,29854,0,693,122,23,18608,30071,142008,2950,14,0
3,4,0.7,0.8,289.4,274.3,189.8,339.5,1,11,22,63714,14989,48251,0,2459,56,2,14266,15238,44473,4002,17,0
4,11,0.2,1.0,261.2,455.5,249.7,440.0,15,11,16,159756,36225,47505,0,7333,79,44,17969,91739,57476,10540,37,0
7,4,3.4000000000000004,2.8,244.0,407.9,248.29999999999998,449.29999999999995,13,9,12,186667,32429,33967,788,7717,163,11,17827,155769,30897,0,3,0
4,14,7.0,6.0,486.5,523.3,364.0,482.6,9,6,9,274554,32957,46397,0,34574,289,22,18452,196862,76154,1536,15,2
14,4,1.7,3.2,239.20000000000002,288.0,172.1,284.9,1,9,15,58234,15210,35211,0,4293,94,1,12233,16055,31422,10755,32,3
4,11,0.4,3.3,405.5,568.4,373.3,525.1,17,13,8,171515,40699,42472,0,3395,87,60,16909,109295,53250,8969,15,3
7,4,6.199999999999999,5.3,307.6,287.4,264.8,323.5,8,11,2,167038,25865,25228,637,1801,189,26,14902,146532,19167,1339,7,2
4,21,5.800000000000001,4.9,391.7,378.79999999999995,243.5,352.9,6,7,15,125357,26336,18002,0,1639,160,9,14380,17887,107394,76,17,6
7,4,5.6,7.7,252.2,571.8,223.6,418.9,15,8,15,223007,41708,27027,797,3900,232,9,17350,208946,12064,1996,13,5
11,6,0.6,4.3,334.1,592.8,348.1,407.7,11,6,8,255462,21596,40444,631,9939,140,83,17856,108515,129177,17770,16,4
3,4,1.6,1.4,302.4,341.5,155.4,304.20000000000005,3,6,29,35205,11854,41819,0,13964,43,0,12197,7511,24818,2875,31,3
12,4,2.0,6.8,235.3,482.4,205.60000000000002,375.2,8,8,18,268002,36630,34182,1203,9099,196,11,17153,243420,13266,11316,11,0
4,14,5.7,2.8,393.0,335.1,206.8,329.29999999999995,9,13,10,105395,24327,34703,0,1774,124,16,13745,21714,81211,2469,16,4
3,4,1.3,0.30000000000000004,279.7,198.1,178.9,233.4,2,9,22,32074,11586,40613,0,3486,27,3,12113,9785,21784,504,24,2
4,11,0.4,1.5,325.8,370.2,340.1,325.5,12,14,15,226198,32523,41742,344,15310,80,108,18280,180048,33812,12338,13,7
14,4,6.3,6.3,442.0,476.8,254.60000000000002,420.6,12,7,7,170414,28040,26518,0,6822,196,23,16391,19310,105665,45439,13,4
12,14,6.0,9.8,433.0,574.9,219.7,400.3,9,5,9,197534,17829,34685,719,10519,251,17,17673,157064,38324,2146,19,4
7,4,4.6,7.4,305.9,461.9,246.7,385.70000000000005,12,7,15,187237,35747,30511,1191,4883,211,10,17740,154544,11441,21251,11,5
4,11,0.0,0.6000000000000001,259.5,475.1,255.9,332.20000000000005,7,10,11,182088,22225,52523,0,16654,48,85,14650,106616,57974,17496,17,5
14,4,0.6,3.7,320.2,406.1,252.1,364.5,12,12,11,158857,43683,31446,0,1341,91,18,16001,14029,143101,1725,23,4
3,4,5.9,4.3,455.20000000000005,468.20000000000005,277.1,373.8,12,7,10,149868,34787,26941,917,2393,177,5,14675,144600,4982,285,15,6
14,4,5.800000000000001,5.8,425.7,478.6,220.7,378.20000000000005,7,9,6,137085,21094,26716,0,1954,187,4,13695,127424,8413,1246,15,0
7,4,5.2,5.3,267.9,359.4,232.8,320.1,2,10,11,173812,18035,28770,494,4002,240,0,14293,164519,9293,0,13,4
11,3,0.0,2.1,339.9,512.2,268.0,368.0,7,11,16,232259,25844,57489,0,7044,64,109,16414,71098,143610,17550,11,1
14,4,6.1,5.300000000000001,425.7,449.1,228.5,410.0,17,8,15,151128,45723,29920,0,2180,187,10,17676,22077,127129,1921,15,1
3,4,1.6,1.8,250.8,315.1,162.6,319.2,3,9,30,57106,17188,48647,0,7488,84,0,14415,21167,20338,15599,28,3
4,12,5.8,6.6,437.5,462.0,233.9,429.70000000000005,10,5,20,215863,32372,47980,0,47576,265,20,17981,19853,194924,1086,14,1
4,7,4.3,5.1,245.79999999999998,419.8,179.7,444.8,10,13,14,173275,21996,26644,700,4051,194,10,16548,167176,6099,0,16,0
12,4,6.6,5.9,430.4,591.8,234.0,513.6,17,6,9,301425,51702,36336,1387,7827,215,45,20118,268076,29546,3803,16,2
